id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,loan_status
1069866,3000,3000,3000, 36 months,9.91,96.68,B,3 years,RENT,15000,Source Verified,credit_card,IL,12.56,42919,2,11,0,7323,43.1,11,0,0,3478.981915,3478.98,3000,478.98,Fully Paid
1069057,10000,10000,10000, 36 months,10.65,325.74,B,3 years,RENT,100000,Source Verified,other,CA,7.06,33359,2,14,0,11997,55.5,29,0,0,7471.99,7471.99,5433.47,1393.42,Charged Off
1069759,1000,1000,1000, 36 months,16.29,35.31,D,Less than 1 year,RENT,28000,Not Verified,debt_consolidation,MO,20.31,42985,1,11,0,6524,81.5,23,0,0,1270.171106,1270.17,1000,270.17,Fully Paid
1065775,10000,10000,10000, 36 months,15.27,347.98,C,4 years,RENT,42000,Not Verified,home_improvement,CA,18.6,36069,2,14,0,24043,70.2,28,0,0,12519.26045,12519.26,10000,2519.26,Fully Paid
1069971,3600,3600,3600, 36 months,6.03,109.57,A,10+ years,MORTGAGE,110000,Not Verified,major_purchase,CT,10.52,34182,0,20,0,22836,16,42,0,0,3785.02,3785.02,3600,185.02,Fully Paid
1062474,6000,6000,6000, 36 months,11.71,198.46,B,1 year,MORTGAGE,84000,Verified,medical,UT,18.44,43011,0,4,0,0,37.73,14,0,0,7164.499852,7164.5,6000,1149.5,Fully Paid
1069742,9200,9200,9200, 36 months,6.03,280.01,A,6 years,RENT,77385.19,Not Verified,debt_consolidation,CA,9.86,42736,0,8,0,7314,23.1,28,0,0,9459.96,9459.96,9200,259.96,Fully Paid
1069740,20250,20250,19142.16108, 60 months,15.27,484.63,C,3 years,RENT,43370,Verified,debt_consolidation,TX,26.53,35735,3,8,0,17813,85.6,22,0,0,27663.04267,25417.68,20250,7413.04,Fully Paid
1039153,21000,21000,21000, 36 months,12.42,701.73,B,10+ years,RENT,105000,Verified,debt_consolidation,FL,13.22,30348,0,7,0,32135,90.3,38,0,0,14025.4,14025.4,10694.96,3330.44,Charged Off
1069710,10000,10000,10000, 36 months,11.71,330.76,B,10+ years,OWN,50000,Source Verified,credit_card,TX,11.18,31229,0,8,0,10056,82.4,21,0,0,11902.56157,11902.56,10000,1902.56,Fully Paid
1069700,10000,10000,10000, 36 months,11.71,330.76,B,5 years,RENT,50000,Not Verified,debt_consolidation,CA,16.01,42828,0,6,0,17800,91.8,17,0,0,11536.31,11536.31,10000,1536.31,Fully Paid
1069559,6000,6000,6000, 36 months,11.71,198.46,B,1 year,RENT,76000,Not Verified,major_purchase,CA,2.4,42887,1,7,0,5963,29.7,7,0,0,2050.14,2050.14,1305.58,475.25,Charged Off
1069697,15000,15000,15000, 36 months,9.91,483.38,B,2 years,MORTGAGE,92000,Verified,credit_card,IL,29.44,42768,0,8,0,13707,93.9,31,0,0,15823.48,15823.48,15000,823.48,Fully Paid
1069800,15000,15000,8725, 36 months,14.27,514.64,C,9 years,RENT,60000,Not Verified,debt_consolidation,NY,15.22,43011,1,7,0,5872,57.6,11,0,0,0,0,0,0,Charged Off
1069657,5000,5000,5000, 60 months,16.77,123.65,D,2 years,RENT,50004,Not Verified,other,PA,13.97,43011,0,14,0,4345,59.5,22,0,0,1609.12,1609.12,629.05,719.11,Charged Off
1069799,4000,4000,4000, 36 months,11.71,132.31,B,10+ years,MORTGAGE,106000,Not Verified,debt_consolidation,FL,5.63,30895,0,12,0,6110,37.7,44,0,0,4484.79,4484.79,4000,484.79,Fully Paid
1047704,8500,8500,8500, 36 months,11.71,281.15,B,Less than 1 year,RENT,25000,Source Verified,credit_card,MN,12.19,43045,0,8,0,6441,59.1,12,0,0,10122.20861,10122.21,8500,1622.21,Fully Paid
1032111,4375,4375,4375, 36 months,7.51,136.11,A,7 years,MORTGAGE,17108,Source Verified,debt_consolidation,NY,20.34,32112,0,6,0,11210,86.9,12,0,0,4898.543558,4898.54,4375,523.54,Fully Paid
1069539,31825,31825,31825, 36 months,7.9,995.82,A,5 years,MORTGAGE,75000,Verified,debt_consolidation,NJ,14.03,29891,0,12,0,23151,27.4,26,0,0,34886.08,34886.08,31825,3061.08,Fully Paid
1069591,5000,5000,5000, 36 months,8.9,158.77,A,2 years,RENT,24044,Verified,debt_consolidation,OR,11.93,42830,0,8,0,2224,29.3,16,0,0,5714.592129,5714.59,5000,714.59,Fully Paid
1069530,7000,7000,7000, 36 months,15.96,245.97,C,7 years,RENT,34000,Source Verified,credit_card,CA,6.35,43015,1,6,0,6113,60.5,6,0,0,8848.94043,8848.94,7000,1848.94,Fully Paid
1069522,12400,12400,12400, 36 months,10.65,403.91,B,10+ years,RENT,41000,Not Verified,credit_card,KY,11.8,42921,2,9,0,11095,57.2,12,0,0,14537.45953,14537.46,12400,2137.46,Fully Paid
1069361,10800,10800,10800, 36 months,9.91,348.03,B,2 years,RENT,55596,Source Verified,moving,CA,5.5,36861,0,7,0,2535,13.3,18,0,0,12157.2,12157.2,10800,1357.2,Fully Paid
1069357,15000,15000,15000, 36 months,7.9,469.36,A,1 year,RENT,45000,Verified,debt_consolidation,OH,8.48,43043,0,7,0,6704,50.4,27,0,0,16662.6,16662.6,15000,1662.6,Fully Paid
1069356,6000,6000,6000, 36 months,12.42,200.5,B,1 year,RENT,36852,Source Verified,debt_consolidation,AZ,10.62,42832,1,7,0,7310,66.5,12,0,0,7125.283165,7125.28,6000,1125.28,Fully Paid
1067573,9600,9600,9600, 36 months,7.51,298.67,A,4 years,RENT,68004,Source Verified,other,SC,6.63,42738,0,6,0,2896,18.1,11,0,0,10749.76265,10749.76,9600,1149.76,Fully Paid
1069506,12000,12000,12000, 36 months,7.9,375.49,A,10+ years,RENT,62300,Not Verified,debt_consolidation,NJ,16.7,34394,0,15,0,8601,21,25,0,0,13516.38296,13516.38,12000,1516.38,Fully Paid
1069314,3000,3000,3000, 36 months,18.25,108.84,D,9 years,MORTGAGE,65000,Not Verified,other,PA,17.39,36039,0,8,0,43936,98.1,22,0,0,3915.027595,3915.03,3000,915.03,Fully Paid
1060578,4400,4400,4400, 36 months,16.77,156.37,D,10+ years,RENT,55000,Not Verified,debt_consolidation,RI,20.01,42890,0,7,0,25237,99,11,0,0,5626.892655,5626.89,4400,1226.89,Fully Paid
1069469,6000,6000,6000, 36 months,6.03,182.62,A,10+ years,MORTGAGE,45600,Not Verified,debt_consolidation,LA,5.34,35004,1,6,0,3378,32.5,28,0,0,6065.86,6065.86,6000,65.86,Fully Paid
1051117,14000,14000,14000, 36 months,9.91,451.15,B,6 years,RENT,80000,Not Verified,small_business,MA,10,36342,1,7,0,2219,13.4,40,0,0,16239.91413,16239.91,14000,2239.91,Fully Paid
1069465,5000,5000,5000, 36 months,8.9,158.77,A,10+ years,MORTGAGE,100000,Source Verified,debt_consolidation,OH,16.33,34851,0,17,0,74351,62.1,35,0,0,5021.37,5021.37,4217.38,696.99,Charged Off
1069283,10000,10000,10000, 36 months,10.65,325.74,B,6 years,RENT,27000,Verified,other,NY,11.47,43045,0,7,0,7814,52.3,10,0,0,11724.56774,11724.57,10000,1724.57,Fully Paid
1069287,10000,10000,10000, 36 months,6.03,304.36,A,10+ years,RENT,60000,Not Verified,credit_card,CT,12.74,33848,1,11,0,14019,19.5,18,0,0,10282.67,10282.67,10000,282.67,Fully Paid
1069453,11000,11000,11000, 36 months,6.62,337.75,A,5 years,RENT,70000,Not Verified,debt_consolidation,CT,10.85,42737,0,5,0,11638,36.4,7,0,0,12157.38005,12157.38,11000,1157.38,Fully Paid
1069248,15000,15000,15000, 36 months,9.91,483.38,B,8 years,MORTGAGE,80000,Not Verified,debt_consolidation,IL,9.12,33695,2,9,0,11845,63.7,28,0,0,16177.77,16177.77,13556.45,2374.34,Charged Off
1068120,25600,25600,25350, 36 months,9.91,824.96,B,9 years,RENT,110000,Verified,credit_card,CA,15.71,36342,0,11,0,26088,62,27,0,0,29695.62268,29405.63,25600,4095.62,Fully Paid
1069244,7000,7000,7000, 36 months,10.65,228.02,B,Less than 1 year,RENT,40000,Not Verified,debt_consolidation,CA,7.38,42829,0,7,0,12168,92.9,12,0,0,8205.473816,8205.47,7000,1205.47,Fully Paid
1069243,12000,12000,12000, 36 months,15.96,421.65,C,4 years,RENT,50000,Not Verified,car,CA,20.88,43014,2,11,0,15793,90.8,11,0,0,3521.95,3521.95,1903.66,1039.35,Charged Off
1069238,12000,12000,12000, 36 months,9.91,386.7,B,1 year,RENT,46000,Not Verified,credit_card,TX,8.11,36647,1,11,0,12143,52.1,12,0,0,13748.21311,13748.21,12000,1748.21,Fully Paid
1069410,21000,21000,20975, 60 months,19.91,555.33,E,7 years,RENT,50000,Verified,debt_consolidation,WA,21.58,36039,1,7,0,19448,97.6,14,0,0,18319.14,18297.35,8990.81,9328.33,Charged Off
1068409,16000,16000,15950, 60 months,19.91,423.11,E,7 years,RENT,81000,Verified,credit_card,MA,20.52,36130,3,12,0,27884,75.1,21,0,0,20876.1,20810.87,16000,4876.1,Fully Paid
1068487,10000,10000,10000, 36 months,12.42,334.16,B,Less than 1 year,OWN,39000,Not Verified,debt_consolidation,OR,18.58,43073,0,5,0,12874,72.7,10,0,0,11474.76,11474.76,10000,1474.76,Fully Paid
1043961,10000,10000,10000, 36 months,10.65,325.74,B,2 years,RENT,51400,Not Verified,credit_card,TX,19.14,36800,3,10,0,10160,59.1,24,0,0,10575.94,10575.94,10000,575.94,Fully Paid
1068945,7100,7100,7100, 36 months,16.77,252.33,D,1 year,MORTGAGE,33000,Verified,debt_consolidation,TX,24,42832,2,4,0,6021,91.2,8,0,0,9079.334843,9079.33,7100,1979.33,Fully Paid
1069142,13000,13000,13000, 60 months,12.69,293.74,B,Less than 1 year,MORTGAGE,30000,Source Verified,debt_consolidation,NJ,13.72,42857,0,17,0,17080,58.9,27,0,0,17402.23999,17402.24,13000,4402.24,Fully Paid
1069136,17675,17675,17675, 60 months,14.65,417.25,C,Less than 1 year,RENT,50000,Source Verified,debt_consolidation,WI,16.46,42918,2,6,0,6661,57.4,14,0,0,21323.43,21323.43,17675,3648.43,Fully Paid
1068923,8000,8000,8000, 36 months,16.77,284.31,D,Less than 1 year,RENT,62000,Not Verified,debt_consolidation,VA,21.64,42922,3,14,0,6088,66.9,20,0,0,10267.26214,10267.26,8000,2252.27,Fully Paid
1069126,10000,10000,9975, 60 months,10.65,215.69,B,10+ years,RENT,45996,Verified,debt_consolidation,OH,21.73,35551,1,7,0,11170,30.1,15,0,0,8772.91,8751.08,5495.38,2429.23,Charged Off
1069102,3500,3500,3500, 36 months,10.65,114.01,B,7 years,MORTGAGE,55000,Not Verified,debt_consolidation,OH,5.39,43013,1,9,0,6611,45.9,12,0,0,4103.168128,4103.17,3500,603.17,Fully Paid
1069093,12500,8925,8925, 60 months,17.27,223.11,D,5 years,RENT,30000,Source Verified,debt_consolidation,MN,13.16,34790,0,7,1,9844,70.8,28,0,0,5577.75,5577.75,2812.82,2742.43,Charged Off
1069030,16425,16425,16425, 36 months,14.27,563.53,C,4 years,RENT,44544,Source Verified,debt_consolidation,CA,22.71,43010,1,10,0,15747,83.4,18,0,0,18172.71,18172.71,16425,1747.71,Fully Paid
1068906,8200,8200,8200, 60 months,21.28,223.14,F,4 years,RENT,75000,Source Verified,small_business,CA,12.48,36526,3,6,0,9012,73.9,11,0,0,4173.57,4173.57,1525.83,2265.85,Charged Off
1069073,15000,15000,15000, 36 months,14.65,517.42,C,2 years,OWN,61000,Verified,credit_card,FL,11.88,42890,1,8,0,19397,79.5,18,0,0,18562.40042,18562.4,15000,3562.4,Fully Paid
1069043,20975,13575,13550, 60 months,17.58,341.63,D,5 years,MORTGAGE,44000,Verified,credit_card,GA,18.79,36617,0,13,1,20657,79.4,21,0,0,18097.34458,18064.1,13575,4522.34,Fully Paid
1060981,6400,6400,6400, 36 months,16.77,227.45,D,5 years,RENT,75000,Not Verified,debt_consolidation,CA,20.22,34669,0,9,0,7159,67.5,27,0,0,4776.45,4776.45,3334.25,1431.91,Charged Off
1069071,3000,3000,3000, 36 months,13.49,101.8,C,1 year,RENT,33600,Not Verified,debt_consolidation,AL,18.11,43013,0,4,0,2745,83.2,7,0,0,3246.8,3246.8,3000,246.8,Fully Paid
1069070,12000,12000,12000, 36 months,16.77,426.47,D,3 years,RENT,50000,Not Verified,credit_card,MA,20.57,42983,1,13,0,11443,97,19,0,0,15346.46687,15346.47,12000,3346.47,Fully Paid
1068893,14400,14400,14400, 36 months,8.9,457.25,A,Less than 1 year,OWN,150000,Source Verified,debt_consolidation,NY,14.85,34669,0,12,0,63864,55,38,0,0,16459.51914,16459.52,14400,2059.52,Fully Paid
1068882,12000,12000,12000, 36 months,14.65,413.94,C,10+ years,RENT,90000,Not Verified,debt_consolidation,NJ,16.56,31017,2,12,0,17116,78.5,36,0,0,12699.48,12699.48,12000,699.48,Fully Paid
1069039,11000,11000,11000, 36 months,13.49,373.24,C,10+ years,MORTGAGE,48000,Verified,debt_consolidation,TX,21.82,36495,3,15,0,11382,65,29,0,0,13413.21605,13413.22,11000,2413.22,Fully Paid
1068416,7250,7200,7175, 60 months,21.67,197.51,F,Less than 1 year,RENT,75000,Verified,debt_consolidation,CA,24.82,36647,2,9,1,21706,91.2,19,0,0,8201.53,8173.07,7200,1001.53,Fully Paid
1068997,15000,15000,15000, 36 months,7.9,469.36,A,1 year,MORTGAGE,52000,Not Verified,small_business,TX,9.65,43042,1,11,0,1616,6.7,29,0,0,15557.64,15557.64,15000,557.64,Fully Paid
1048390,18000,18000,18000, 60 months,19.91,475.99,E,10+ years,MORTGAGE,65000,Not Verified,debt_consolidation,FL,6.81,32660,0,10,0,11745,77.8,40,0,0,26027.53964,26027.54,18000,8003.76,Fully Paid
1068994,35000,22075,22050, 60 months,17.27,551.84,D,3 years,MORTGAGE,150000,Verified,home_improvement,NY,7.51,42889,1,11,0,7334,53.3,31,0,0,28871.92,28839.26,22075,6796.92,Fully Paid
1068475,10000,10000,10000, 36 months,14.27,343.09,C,2 years,RENT,68000,Source Verified,credit_card,PA,15.39,42922,1,9,0,11303,81.3,15,0,0,10671.62,10671.62,10000,671.62,Fully Paid
1068989,11800,11800,11800, 36 months,12.69,395.83,B,6 years,RENT,42000,Source Verified,credit_card,NY,9.86,35339,0,4,0,8940,74.8,13,0,0,14243.15837,14243.16,11800,2443.16,Fully Paid
1068967,4500,4500,4500, 36 months,6.03,136.96,A,4 years,RENT,53000,Source Verified,major_purchase,CA,4.44,36800,0,7,0,8630,13.9,17,0,0,4930.30217,4930.3,4500,430.3,Fully Paid
1068744,7000,7000,7000, 36 months,12.69,234.82,B,10+ years,RENT,35000,Source Verified,credit_card,CA,11.35,36647,2,10,0,7649,82.3,26,0,0,8449.394742,8449.39,7000,1449.39,Fully Paid
1045509,9200,9200,9200, 36 months,12.42,307.43,B,2 years,RENT,60000,Source Verified,debt_consolidation,CA,19.96,43010,3,8,0,23299,78.7,19,0,0,10480.84,10480.84,9200,1280.84,Fully Paid
1041756,4500,4500,4475, 60 months,10.65,97.06,B,Less than 1 year,MORTGAGE,42000,Source Verified,car,TX,5.4,30348,0,4,0,8220,78.3,9,0,0,4907.8,4880.55,4500,407.8,Fully Paid
1068694,12000,12000,12000, 36 months,16.29,423.61,D,9 years,RENT,88365,Verified,debt_consolidation,AZ,16.85,35339,0,6,0,22936,96.4,15,0,0,14685.36,14685.36,12000,2685.36,Fully Paid
1068792,12000,12000,12000, 36 months,13.49,407.17,C,4 years,RENT,72000,Source Verified,debt_consolidation,CA,21.33,42858,1,11,0,3419,27.6,19,0,0,13985.67622,13985.68,12000,1985.68,Fully Paid
1068558,12000,12000,12000, 36 months,10.65,390.88,B,Less than 1 year,RENT,62000,Verified,credit_card,TX,23.94,42888,0,10,0,20310,78.4,51,0,0,12779.62,12779.62,12000,779.62,Fully Paid
1068322,7000,7000,7000, 36 months,10.65,228.02,B,3 years,MORTGAGE,43680,Not Verified,credit_card,MN,5.38,36800,0,7,0,6245,78.1,11,0,0,7687.73,7687.73,7000,687.73,Fully Paid
1065674,8200,8200,8200, 60 months,19.42,214.62,E,3 years,RENT,120000,Source Verified,debt_consolidation,NY,2.8,42893,2,5,0,10392,88.4,6,0,0,11894.8952,11894.9,8200,3694.9,Fully Paid
1068547,10500,10500,10500, 36 months,12.69,352.23,B,10+ years,RENT,66000,Verified,medical,CA,20.73,36039,2,8,0,5790,51.2,26,0,0,11232.14,11232.14,10500,732.14,Fully Paid
1068545,7000,7000,7000, 36 months,11.71,231.54,B,4 years,OWN,39120,Not Verified,debt_consolidation,FL,21.01,35400,0,8,1,9414,52.4,26,0,0,7932.3,7932.3,7000,932.3,Fully Paid
1049528,20000,12800,12775, 60 months,11.71,282.86,B,4 years,MORTGAGE,47800,Verified,debt_consolidation,VA,10.04,43040,0,15,0,16447,46.3,27,0,0,15161.27,15131.66,12800,2361.27,Fully Paid
1068542,17500,17500,17500, 60 months,17.27,437.47,D,7 years,MORTGAGE,45000,Not Verified,credit_card,WA,21.31,42980,2,13,0,20129,86.1,26,0,0,10037.1,10037.1,3077.85,3473.25,Charged Off
1068350,3500,3500,3500, 36 months,6.03,106.53,A,10+ years,MORTGAGE,83000,Verified,car,IL,2.31,31413,0,6,0,3092,13.4,28,0,0,3834.66085,3834.66,3500,334.66,Fully Paid
1068509,6200,6200,6200, 36 months,9.91,199.8,B,2 years,RENT,25000,Not Verified,debt_consolidation,CA,20.64,35916,2,7,0,6533,47.7,12,0,0,2452.22,2452.22,1700.79,493.16,Charged Off
1068508,6000,6000,6000, 36 months,8.9,190.52,A,8 years,OWN,28800,Not Verified,debt_consolidation,NJ,13.17,42921,0,11,0,5269,36.8,13,0,0,6857.167486,6857.17,6000,857.17,Fully Paid
1066641,7200,7200,7200, 36 months,9.91,232.02,B,6 years,RENT,135000,Not Verified,credit_card,NY,6.12,35431,0,7,0,16627,79.6,18,0,0,8350.844344,8350.84,7200,1150.84,Fully Paid
1068315,9500,9500,9500, 36 months,8.9,301.66,A,7 years,MORTGAGE,50000,Not Verified,credit_card,TX,8.18,42891,0,8,0,13422,60.5,13,0,0,10493.71,10493.71,9500,993.71,Fully Paid
1068309,18825,18825,18800, 60 months,16.77,465.53,D,10+ years,RENT,38000,Verified,debt_consolidation,TX,23.18,43073,0,6,0,11004,79.7,7,0,0,18218.25,18194.23,8087.75,6786.71,Charged Off
1068326,24000,24000,24000, 36 months,10.65,781.76,B,10+ years,RENT,45000,Verified,debt_consolidation,CA,14.8,32905,0,5,0,24708,55.2,9,0,0,28140.92936,28140.93,24000,4140.93,Fully Paid
1066767,6000,6000,6000, 36 months,13.49,203.59,C,10+ years,RENT,80000,Not Verified,debt_consolidation,CA,11.58,42768,0,8,0,15499,83.8,16,0,0,7326.009787,7326.01,6000,1326.01,Fully Paid
1068484,6000,6000,6000, 36 months,13.49,203.59,C,5 years,RENT,50000,Not Verified,debt_consolidation,AZ,15.38,42798,1,6,0,15191,91.5,7,0,0,7325.544153,7325.54,6000,1325.54,Fully Paid
1068292,2100,2100,2100, 36 months,12.42,70.18,B,10+ years,MORTGAGE,30000,Not Verified,vacation,LA,19.72,34881,1,12,0,12183,82.9,26,0,0,2552.485243,2552.49,2100,422.49,Fully Paid
1068273,5500,5500,5500, 36 months,6.62,168.88,A,8 years,MORTGAGE,110000,Verified,small_business,CT,9.69,34547,0,7,0,14136,21.9,26,0,0,6077.875619,6077.88,5500,577.88,Fully Paid
1068274,11000,11000,11000, 36 months,6.62,337.75,A,8 years,OWN,45608,Source Verified,debt_consolidation,LA,20.5,33756,0,7,0,10677,58.7,11,0,0,12156.85732,12156.86,11000,1156.86,Fully Paid
1068440,26800,26800,26800, 60 months,20.89,723.38,F,3 years,MORTGAGE,120000,Verified,debt_consolidation,FL,12.15,42861,0,13,0,14772,48,18,0,0,32887.69,32887.69,26800,6087.69,Fully Paid
1046456,8000,8000,8000, 36 months,12.69,268.36,B,5 years,MORTGAGE,35000,Not Verified,debt_consolidation,IL,10.05,43010,0,7,0,6842,97.7,18,0,0,8999.1,8999.1,8000,999.1,Fully Paid
1068012,10000,10000,10000, 36 months,18.25,362.78,D,1 year,RENT,75000,Source Verified,credit_card,CA,24.14,35490,0,9,0,22828,96.3,26,0,0,11730.6,11730.6,8320.22,3145.08,Charged Off
1055725,8000,8000,8000, 36 months,11.71,264.61,B,9 years,MORTGAGE,35000,Verified,credit_card,NV,9.7,42831,0,7,0,6142,46.5,8,0,0,9434.776936,9434.78,8000,1434.78,Fully Paid
1061814,10000,10000,10000, 36 months,8.9,317.54,A,6 years,RENT,24000,Verified,debt_consolidation,CA,7,36526,0,6,0,6734,49.5,21,0,0,10868.92,10868.92,10000,868.92,Fully Paid
1068232,12000,12000,12000, 36 months,11.71,396.92,B,2 years,MORTGAGE,126000,Not Verified,debt_consolidation,OH,13.32,32964,0,17,0,32711,54.1,38,0,0,14182.29986,14182.3,12000,2182.3,Fully Paid
1068405,10000,10000,10000, 36 months,7.9,312.91,A,1 year,RENT,43000,Not Verified,debt_consolidation,CA,25.26,42889,0,8,0,8215,37.2,16,0,0,11264.00958,11264.01,10000,1264.01,Fully Paid
1068395,12000,12000,12000, 36 months,9.91,386.7,B,1 year,RENT,50000,Not Verified,debt_consolidation,CA,16.44,36526,1,11,0,14335,29.3,25,0,0,13920.02507,13920.03,12000,1920.03,Fully Paid
1068202,25000,25000,23088.16106, 60 months,13.49,575.12,C,10+ years,MORTGAGE,67000,Verified,credit_card,AK,14.15,36373,0,6,0,15319,91.2,21,0,0,23880.65,20309.6,13833.2,8008.11,Charged Off
1068006,19750,19750,19725, 36 months,10.65,643.33,B,4 years,RENT,45000,Verified,debt_consolidation,OR,22.8,36770,0,12,0,16576,54.2,28,0,0,11930.65,11915.62,8590.58,2698.78,Charged Off
1068075,10000,10000,10000, 36 months,9.91,322.25,B,3 years,RENT,31200,Source Verified,debt_consolidation,NY,14.81,43013,0,13,0,5540,27,19,0,0,10904.24,10904.24,10000,904.24,Fully Paid
1065642,13650,13650,13650, 36 months,12.42,456.12,B,4 years,RENT,66000,Verified,debt_consolidation,NV,24.09,42767,0,11,0,8933,56.5,34,0,0,16011.18,16011.18,13650,2361.18,Fully Paid
1068179,28000,11800,11775, 60 months,19.91,312.04,E,10+ years,RENT,52000,Verified,debt_consolidation,TX,20.7,32478,0,10,0,29178,87.6,16,0,0,12173.07,12147.29,4281.54,4759.37,Charged Off
1068158,18000,18000,18000, 36 months,7.9,563.23,A,10+ years,RENT,56964,Source Verified,debt_consolidation,CA,27.55,36192,0,7,0,17381,76.6,20,0,0,20275.33655,20275.34,18000,2275.34,Fully Paid
1068180,2500,2500,2500, 36 months,14.27,85.78,C,7 years,RENT,49500,Source Verified,debt_consolidation,FL,10.33,43043,1,7,0,9868,37.7,20,0,0,2529.9,2529.9,2500,29.9,Fully Paid
1065673,21000,21000,20120.80657, 60 months,20.3,559.89,E,10+ years,RENT,70000,Verified,credit_card,CO,23.21,33573,2,17,0,12508,70.7,25,0,0,27085.42,24851.07,21000,6085.42,Fully Paid
1068159,35000,35000,35000, 36 months,8.9,1111.37,A,6 years,MORTGAGE,125000,Verified,debt_consolidation,CA,22.71,36739,0,8,0,9051,34.8,32,0,0,40006.54992,40006.55,35000,5006.55,Fully Paid
1068165,10000,10000,10000, 36 months,7.51,311.11,A,3 years,RENT,33000,Not Verified,credit_card,NJ,9.75,43012,1,9,0,68,0.6,19,0,0,11027.3,11027.3,10000,1027.3,Fully Paid
1059689,7000,7000,7000, 36 months,12.69,234.82,B,Less than 1 year,RENT,30000,Source Verified,credit_card,VA,15.8,42951,2,7,0,15455,47.6,11,0,0,8452.256793,8452.26,7000,1452.26,Fully Paid
1066215,24000,24000,24000, 36 months,15.96,843.3,C,8 years,MORTGAGE,90000,Source Verified,home_improvement,CA,9.17,34851,1,9,0,30952,71.2,23,0,0,5895.68,5895.68,3813.57,2082.11,Charged Off
1063270,10625,10625,10625, 36 months,7.51,330.56,A,5 years,MORTGAGE,23000,Not Verified,medical,OR,18.89,42771,1,9,0,7114,43.4,21,0,0,11841.94071,11841.94,10625,1216.94,Fully Paid
1067931,5000,5000,5000, 36 months,14.65,172.48,C,2 years,RENT,24000,Source Verified,debt_consolidation,PA,18.3,43044,2,5,0,2429,33.3,9,0,0,5682.08,5682.08,5000,682.08,Fully Paid
1067922,8850,8850,8850, 36 months,6.62,271.73,A,10+ years,RENT,62000,Source Verified,credit_card,MD,17.71,36039,0,7,0,9466,35.9,19,0,0,9781.605755,9781.61,8850,931.61,Fully Paid
1067919,6375,6375,6375, 36 months,7.51,198.34,A,4 years,RENT,44000,Source Verified,debt_consolidation,GA,4.8,36831,0,7,0,6324,58,11,0,0,6737.55,6737.55,6375,362.55,Fully Paid
1068106,6000,6000,6000, 36 months,11.71,198.46,B,1 year,RENT,90000,Not Verified,credit_card,NJ,2.97,42862,0,10,0,8489,56.6,23,0,0,7041.293751,7041.29,6000,1041.29,Fully Paid
